MILANO	2039	MI
BRESCIA	828	BS
CREMONA	828	CR
BERGAMO	808	BG
CREMA	320	CR
LODI	301	LO
CODOGNO	267	LO
MONZA	188	MB
NEMBRO	184	BG
CASTIGLIONE D'ADDA	178	LO
ALBINO	177	BG
VIGEVANO	170	PV
CASALPUSTERLENGO	163	LO
SERIATE	158	BG
ALZANO LOMBARDO	157	BG
ORZINUOVI	156	BS
COLOGNO MONZESE	153	MI
PAVIA	145	PV
VOGHERA	142	PV
SESTO SAN GIOVANNI	137	MI
MONTICHIARI	132	BS
LECCO	131	LC
BRESSO	127	MI
DALMINE	121	BG
TREVIGLIO	110	BG
MANERBIO	110	BS
CASTELLEONE	108	CR
ZOGNO	104	BG
CHIARI	100	BS
SORESINA	99	CR
CINISELLO BALSAMO	97	MI
PALAZZOLO SULL'OGLIO	91	BS
LEGNANO	86	MI
CLUSONE	84	BG
DESENZANO DEL GARDA	84	BS
ROMANO DI LOMBARDIA	83	BG
TORRE BOLDONE	82	BG
CASALMAGGIORE	79	CR
PIOLTELLO	79	MI
SEGRATE	77	MI
BAGNOLO MELLA	77	BS
MANTOVA	77	MN
VIADANA	77	MN
GUSSAGO	74	BS
COMO	74	CO
SAN GIULIANO MILANESE	74	MI
DARFO BOARIO TERME	73	BS
LISSONE	73	MB
LENO	73	BS
ROVATO	72	BS
GHEDI	71	BS
CARPENEDOLO	71	BS
CASTIGLIONE DELLE STIVIERE	69	MN
CERNUSCO SUL NAVIGLIO	69	MI
PIZZIGHETTONE	68	CR
CONCESIO	68	BS
PONTE SAN PIETRO	67	BG
ROZZANO	67	MI
BORGOSATOLLO	67	BS
VILLA DI SERIO	66	BG
CALOLZIOCORTE	65	LC
OSPITALETTO	65	BS
PANDINO	65	CR
TREZZO SULL'ADDA	65	MI
CARAVAGGIO	64	BG
STEZZANO	64	BG
OSIO SOTTO	61	BG
GAZZANIGA	60	BG
RHO	59	MI
TREVIOLO	59	BG
OFFANENGO	59	CR
CASTELVERDE	58	CR
PADERNO DUGNANO	58	MI
BUSTO ARSIZIO	57	VA
BOLLATE	57	MI
VEROLANUOVA	57	BS
MARTINENGO	57	BG
CAPRIOLO	55	BS
BORGO SAN GIACOMO	55	BS
SAN DONATO MILANESE	54	MI
MEDIGLIA	54	MI
BRUGHERIO	54	MB
BORGHETTO LODIGIANO	53	LO
SCANZOROSCIATE	53	BG
CAZZAGO SAN MARTINO	53	BS
MERATE	53	LC
CASTEL GOFFREDO	53	MN
VIMERCATE	52	MB
LONATO DEL GARDA	51	BS
PONTEVICO	51	BS
CASTELLI CALEPIO	51	BG
CALUSCO D'ADDA	51	BG
LUMEZZANE	51	BS
URGNANO	51	BG
CORMANO	50	MI
GRUMELLO DEL MONTE	49	BG
ISEO	49	BS
SAN PAOLO	49	BS
COCCAGLIO	49	BS
TRESCORE BALNEARIO	48	BG
VILLA D'ALME'	47	BG
SAREZZO	47	BS
PISOGNE	47	BS
BREMBATE DI SOPRA	47	BG
ABBIATEGRASSO	47	MI
RONCADELLE	46	BS
MALEO	45	LO
GAVARDO	45	BS
CASTENEDOLO	45	BS
DESIO	45	MB
CUSANO MILANINO	45	MI
SERMIDE E FELONICA	45	MN
CASTEL MELLA	45	BS
CASTEGNATO	45	BS
MONTIRONE	44	BS
CURNO	44	BG
GRASSOBBIO	44	BG
PRADALUNGA	43	BG
NAVE	43	BS
MORTARA	43	PV
STRADELLA	43	PV
GORLE	42	BG
VILLA CARCINA	42	BS
SAN COLOMBANO AL LAMBRO	42	MI
BOTTICINO	42	BS
VILLA D'ALME'	47	BG
SAREZZO	47	BS
PISOGNE	47	BS
BREMBATE DI SOPRA	47	BG
ABBIATEGRASSO	47	MI
RONCADELLE	46	BS
MALEO	45	LO
GAVARDO	45	BS
CASTENEDOLO	45	BS
DESIO	45	MB
CUSANO MILANINO	45	MI
SERMIDE E FELONICA	45	MN
CASTEL MELLA	45	BS
CASTEGNATO	45	BS
MONTIRONE	44	BS
CURNO	44	BG
GRASSOBBIO	44	BG
PRADALUNGA	43	BG
NAVE	43	BS
MORTARA	43	PV
STRADELLA	43	PV
GORLE	42	BG
VILLA CARCINA	42	BS
SAN COLOMBANO AL LAMBRO	42	MI
BOTTICINO	42	BS
SAN GIOVANNI BIANCO	42	BG
MAGENTA	41	MI
MOZZO	41	BG
CALCINATO	41	BS
ALME'	40	BG
ROVETTA	40	BG
CARONNO PERTUSELLA	40	VA
PESCHIERA BORROMEO	40	MI
RODENGO-SAIANO	40	BS
REZZATO	40	BS
CAPRIATE SAN GERVASIO	40	BG
SORISOLE	40	BG
NOVA MILANESE	39	MB
GARDONE VAL TROMPIA	39	BS
SAN ROCCO AL PORTO	39	LO
PERSICO DOSIMO	39	CR
BONATE SOPRA	38	BG
PASSIRANO	38	BS
PONTOGLIO	38	BS
SONCINO	38	CR
LIMBIATE	38	MB
SANT'ANGELO LODIGIANO	38	LO
CASTIONE DELLA PRESOLANA	37	BG
CASSANO D'ADDA	37	MI
VERTOVA	37	BG
ALBANO SANT'ALESSANDRO	37	BG
SEDRIANO	37	MI
COLOGNO AL SERIO	37	BG
PONTERANICA	37	BG
SARONNO	36	VA
PALADINA	36	BG
GANDINO	36	BG
LEFFE	36	BG
MAPELLO	36	BG
RANICA	36	BG
SAN PELLEGRINO TERME	36	BG
BOLGARE	35	BG
CONCOREZZO	35	MB
ALBUZZANO	35	PV
ZANICA	35	BG
SEREGNO	35	MB
VERDELLO	35	BG
GOITO	34	MN
PROVAGLIO D'ISEO	34	BS
AZZANO SAN PAOLO	34	BG
QUINZANO D'OGLIO	34	BS
PEDRENGO	34	BG
CASTELNUOVO BOCCA D'ADDA	33	LO
TERNO D'ISOLA	33	BG
VERDELLINO	33	BG
SAN PAOLO D'ARGON	33	BG
SAN MARTINO IN STRADA	33	LO
DELLO	33	BS
CALVISANO	33	BS
NOVATE MILANESE	33	MI
SALO'	32	BS
PEGOGNAGA	32	MN
BARBARIGA	32	BS
VITTUONE	32	MI
MUGGIO'	32	MB
BAREGGIO	32	MI
MELZO	32	MI
BEDIZZOLE	32	BS
FIORANO AL SERIO	32	BG
CORSICO	31	MI
TORBOLE CASAGLIA	31	BS
PRESEZZO	31	BG
BOVEZZO	31	BS
CORBETTA	31	MI
CARUGATE	31	MI
CIVIDATE AL PIANO	31	BG
BREMBATE	31	BG
CHIUDUNO	31	BG
TELGATE	31	BG
GALBIATE	30	LC
VILLONGO	30	BG
CASTELGERUNDO	30	LO
CENE	30	BG
RIPALTA CREMASCA	30	CR
GARBAGNATE MILANESE	30	MI
INZAGO	29	MI
GORGONZOLA	29	MI
CASNIGO	29	BG
PARATICO	29	BS
PAVONE DEL MELLA	29	BS
PARABIAGO	29	MI
CASALBUTTANO ED UNITI	29	CR
VILLANUOVA SUL CLISI	29	BS
SERGNANO	28	CR
COLOGNE	28	BS
BRONI	28	PV
ERBUSCO	28	BS
FOMBIO	28	LO
PALOSCO	28	BG
GUIDIZZOLO	28	MN
MAZZANO	28	BS
CASTREZZATO	28	BS
SOSPIRO	28	CR
LODI VECCHIO	28	LO
LOVERE	28	BG
BAGNATICA	27	BG
SOMAGLIA	27	LO
ERBA	27	CO
VOLTA MANTOVANA	27	MN
SCHIVENOGLIA	27	MN
ESINE	27	BS
COSTA VOLPINO	27	BG
VIZZOLO PREDABISSI	27	MI
VIMODRONE	27	MI
SOTTO IL MONTE GIOVANNI XXIII	27	BG
GALLARATE	27	VA
MELEGNANO	27	MI
VALBREMBO	26	BG
PIEVE PORTO MORONE	26	PV
TRAVAGLIATO	26	BS
VESCOVATO	26	CR
BRUSAPORTO	26	BG
BAGNOLO CREMASCO	26	CR
CESANO BOSCONE	26	MI
CISANO BERGAMASCO	26	BG
LAINATE	26	MI
SAN FIORANO	26	LO
AGRATE BRIANZA	26	MB
VILLA D'ADDA	25	BG
PANTIGLIATE	25	MI
CESANO MADERNO	25	MB
CASATENOVO	25	LC
GOTTOLENGO	25	BS
CASTELCOVATI	25	BS
CORTE DE' FRATI	25	CR
ARCORE	25	MB
COVO	25	BG
FLERO	25	BS
SOVERE	25	BG
ROMANENGO	25	CR
CALCINATE	24	BG
ADRO	24	BS
GORLAGO	24	BG
VAILATE	24	CR
SETTIMO MILANESE	24	MI
ANNICCO	24	CR
BRENO	24	BS
SARNICO	24	BG
CORNAREDO	24	MI
VEROLAVECCHIA	24	BS
GUARDAMIGLIO	23	LO
VAIANO CREMASCO	23	CR
AGNADELLO	23	CR
PIEVE EMANUELE	23	MI
MARIANO COMENSE	23	CO
CELLATICA	23	BS
VAL BREMBILLA	23	BG
PAULLO	23	MI
SANTO STEFANO LODIGIANO	23	LO
VAREDO	23	MB
MONTODINE	23	CR
CALVENZANO	22	BG
ALFIANELLO	22	BS
SONDRIO	22	SO
VAPRIO D'ADDA	22	MI
CANNETO SULL'OGLIO	22	MN
BONEMERSE	22	CR
SORDIO	22	LO
POZZUOLO MARTESANA	22	MI
CASAZZA	22	BG
CASTEGGIO	22	PV
SEDRINA	22	BG
SAN ZENO NAVIGLIO	22	BS
PERLEDO	22	LC
CORTE FRANCA	22	BS
BIENNO	22	BS
PIANENGO	22	CR
BOLTIERE	22	BG
ARCENE	22	BG
TIRANO	22	SO
ROCCAFRANCA	22	BS
BERNAREGGIO	21	MB
VARESE	21	VA
LOCATE DI TRIULZI	21	MI
POMPIANO	21	BS
DOSOLO	21	MN
MONTELLO	21	BG
GIUSSANO	21	MB
ROGNO	21	BG
ARESE	21	MI
ALMENNO SAN BARTOLOMEO	21	BG
SUISIO	21	BG
ALMENNO SAN SALVATORE	21	BG
VERDERIO	21	LC
COLLEBEATO	21	BS
CORNO GIOVINE	20	LO
MASSALENGO	20	LO
GARLASCO	20	PV
POGGIO RUSCO	20	MN
VEDANO AL LAMBRO	20	MB
OLGIATE MOLGORA	20	LC
OGGIONO	20	LC
GIANICO	20	BS
BUCCINASCO	20	MI
INVERUNO	20	MI
CARATE BRIANZA	20	MB
ENDINE GAIANO	20	BG
POZZO D'ADDA	20	MI
CALCO	20	LC
SPIRANO	20	BG
OSIO SOPRA	20	BG
VALMADRERA	20	LC
OFFLAGA	20	BS
CERNUSCO LOMBARDONE	19	LC
ARTOGNE	19	BS
BREMBIO	19	LO
OSTIANO	19	CR
SUZZARA	19	MN
MONTICELLI BRUSATI	19	BS
FARA GERA D'ADDA	19	BG
CIGOLE	19	BS
RIVAROLO MANTOVANO	19	MN
CAROBBIO DEGLI ANGELI	19	BG
NERVIANO	19	MI
CURTATONE	19	MN
MADIGNANO	19	CR
ASOLA	19	MN
ACQUANEGRA CREMONESE	19	CR
GORNO	19	BG
CISERANO	19	BG
BESANA IN BRIANZA	19	MB
TAVAZZANO CON VILLAVESCO	18	LO
CASSINA DE' PECCHI	18	MI
BORGO MANTOVANO	18	MN
SIRMIONE	18	BS
BONATE SOTTO	18	BG
TURANO LODIGIANO	18	LO
SAN VITTORE OLONA	18	MI
GAMBOLO'	18	PV
SCANDOLARA RAVARA	18	CR
TRENZANO	18	BS
ARLUNO	18	MI
SENAGO	18	MI
CASELLE LANDI	18	LO
REMEDELLO	18	BS
ISORELLA	18	BS
PONCARALE	18	BS
ROBBIATE	18	LC
PONTE NOSSA	18	BG
CERRO MAGGIORE	18	MI
CALCIO	18	BG
VILLA D'OGNA	18	BG
MULAZZANO	18	LO
CORZANO	18	BS
CAPRIANO DEL COLLE	17	BS
SUELLO	17	LC
TRIGOLO	17	CR
CESANA BRIANZA	17	LC
SESTO ED UNITI	17	CR
PIANCOGNO	17	BS
ORZIVECCHI	17	BS
SEVESO	17	MB
FINO MORNASCO	17	CO
CASALETTO VAPRIO	17	CR
ZAVATTARELLO	17	PV
CAVENAGO DI BRIANZA	17	MB
LIVRAGA	17	LO
PREDORE	17	BG
POGLIANO MILANESE	17	MI
MALAGNINO	17	CR
LEVATE	17	BG
CANTU'	17	CO
SPINO D'ADDA	17	CR
CASALMORANO	17	CR
VESTONE	17	BS
DOVERA	17	CR
CASELLE LURANI	16	LO
MISSAGLIA	16	LC
INVERIGO	16	CO
MANDELLO DEL LARIO	16	LC
BRIGNANO GERA D'ADDA	16	BG
CORNATE D'ADDA	16	MB
BORNO	16	BS
BELLUSCO	16	MB
BELLANO	16	LC
PERO	16	MI
ZANDOBBIO	16	BG
BIASSONO	16	MB
STAGNO LOMBARDO	16	CR
EDOLO	16	BS
PONTIROLO NUOVO	16	BG
PADENGHE SUL GARDA	16	BS
PADERNO D'ADDA	16	LC
CAVA MANARA	16	PV
VERCURAGO	16	LC
LALLIO	16	BG
CERVIGNANO D'ADDA	16	LO
CARVICO	16	BG
VOBARNO	16	BS
PORTO MANTOVANO	16	MN
LOGRATO	16	BS
MIRADOLO TERME	16	PV
SERLE	16	BS
MALEGNO	15	BS
TRESCORE CREMASCO	15	CR
ZELO BUON PERSICO	15	LO
CASTEL ROZZONE	15	BG
FORESTO SPARSO	15	BG
CESATE	15	MI
CENATE SOPRA	15	BG
SAN ZENONE AL LAMBRO	15	MI
COSTA DI MEZZATE	15	BG
COSTA MASNAGA	15	LC
CORNEGLIANO LAUDENSE	15	LO
PIAN CAMUNO	15	BS
ARDESIO	15	BG
BALLABIO	15	LC
VIGNATE	15	MI
SAN BASSANO	15	CR
CHIGNOLO PO	15	PV
CARNATE	15	MB
RUDIANO	15	BS
PESSANO CON BORNAGO	14	MI
VELLEZZO BELLINI	14	PV
CASIRATE D'ADDA	14	BG
CASTANO PRIMO	14	MI
MELETI	14	LO
PARRE	14	BG
MONTANASO LOMBARDO	14	LO
BASIGLIO	14	MI
ZELO BUON PERSICO	15	LO
CASTEL ROZZONE	15	BG
FORESTO SPARSO	15	BG
CESATE	15	MI
CENATE SOPRA	15	BG
SAN ZENONE AL LAMBRO	15	MI
COSTA DI MEZZATE	15	BG
COSTA MASNAGA	15	LC
CORNEGLIANO LAUDENSE	15	LO
PIAN CAMUNO	15	BS
ARDESIO	15	BG
BALLABIO	15	LC
VIGNATE	15	MI
SAN BASSANO	15	CR
CHIGNOLO PO	15	PV
CARNATE	15	MB
RUDIANO	15	BS
PESSANO CON BORNAGO	14	MI
VELLEZZO BELLINI	14	PV
CASIRATE D'ADDA	14	BG
CASTANO PRIMO	14	MI
MELETI	14	LO
PARRE	14	BG
MONTANASO LOMBARDO	14	LO
BASIGLIO	14	MI
TREZZANO SUL NAVIGLIO	14	MI
VILLASANTA	14	MB
CASALMORO	14	MN
GAZOLDO DEGLI IPPOLITI	14	MN
BUSTO GAROLFO	14	MI
BUSSERO	14	MI
GHISALBA	14	BG
SANT'OMOBONO TERME	14	BG
BOVISIO-MASCIAGO	14	MB
CHIGNOLO D'ISOLA	14	BG
GONZAGA	14	MN
FILAGO	14	BG
FORNOVO SAN GIOVANNI	14	BG
CURA CARPIGNANO	14	PV
BUSNAGO	14	MB
SETTALA	14	MI
FONTANELLA	14	BG
VILLANTERIO	14	PV
OLGIATE OLONA	14	VA
PALAZZAGO	14	BG
CASALMAIOCCO	14	LO
OSPEDALETTO LODIGIANO	14	LO
GESSATE	14	MI
OME	14	BS
CANEGRATE	13	MI
GUSSOLA	13	CR
GROMO	13	BG
RIPALTA ARPINA	13	CR
SERINA	13	BG
SOLZA	13	BG
PADERNO FRANCIACORTA	13	BS
OLGINATE	13	LC
ROBECCO D'OGLIO	13	CR
GROPELLO CAIROLI	13	PV
CIVIDATE CAMUNO	13	BS
GARDONE RIVIERA	13	BS
TAVERNOLA BERGAMASCA	13	BG
SELVINO	13	BG
BOTTANUCO	13	BG
GAMBARA	13	BS
VILLACHIARA	13	BS
PADERNO PONCHIELLI	13	CR
SANNAZZARO DE' BURGONDI	13	PV
SANTA GIULETTA	13	PV
GANDOSSO	13	BG
VARZI	13	PV
MARTIGNANA DI PO	13	CR
SPINADESCO	13	CR
CANONICA D'ADDA	13	BG
COMUN NUOVO	13	BG
COLZATE	13	BG
SABBIONETA	13	MN
CREDERA RUBBIANO	12	CR
LANDRIANO	12	PV
SONGAVAZZO	12	BG
BASSANO BRESCIANO	12	BS
MALGRATE	12	LC
CAZZANO SANT'ANDREA	12	BG
PREMOLO	12	BG
ACQUAFREDDA	12	BS
BRIVIO	12	LC
VALBONDIONE	12	BG
LA VALLETTA BRIANZA	12	LC
BARIANO	12	BG
PONTIDA	12	BG
IZANO	12	CR
CIVATE	12	LC
PIEVE D'OLMI	12	CR
CASSANO MAGNAGO	12	VA
MORNICO AL SERIO	12	BG
BERBENNO	12	BG
DRESANO	12	MI
MEDA	12	MB
SAN DANIELE PO	12	CR
SAN BENEDETTO PO	12	MN
CERETE	12	BG
BORMIO	12	SO
POZZAGLIO ED UNITI	12	CR
ORIO LITTA	11	LO
CAPRINO BERGAMASCO	11	BG
CAPONAGO	11	MB
LENTATE SUL SEVESO	11	MB
OLMENETA	11	CR
FIESCO	11	CR
GABBIONETA BINANUOVA	11	CR
USMATE VELATE	11	MB
CAVENAGO D'ADDA	11	LO
GERRE DE' CAPRIOLI	11	CR
GADESCO PIEVE DELMONA	11	CR
CORTE PALASIO	11	LO
CASOREZZO	11	MI
URAGO D'OGLIO	11	BS
BELGIOIOSO	11	PV
BERLINGO	11	BS
SOLARO	11	MI
MALONNO	11	BS
RESCALDINA	11	MI
LURANO	11	BG
SAN FERMO DELLA BATTAGLIA	11	CO
SABBIO CHIESE	11	BS
RIVANAZZANO TERME	11	PV
TREMEZZINA	11	CO
MADONE	11	BG
ANGOLO TERME	11	BS
CAPERGNANICA	11	CR
CASNATE CON BERNATE	11	CO
BOZZOLO	11	MN
CANZO	11	CO
SIZIANO	11	PV
PIARIO	11	BG
CASSOLNOVO	11	PV
BINASCO	11	MI
BARANZATE	11	MI
COMEZZANO-CIZZAGO	11	BS
BERZO SAN FERMO	10	BG
LIPOMO	10	CO
BRESSANA BOTTARONE	10	PV
GRANDATE	10	CO
VILLA CORTESE	10	MI
RIVOLTA D'ADDA	10	CR
PREVALLE	10	BS
NUVOLERA	10	BS
PALAZZO PIGNANO	10	CR
OLTRE IL COLLE	10	BG
CAVRIANA	10	MN
MANERBA DEL GARDA	10	BS
SAN GERVASIO BRESCIANO	10	BS
CREMOSANO	10	CR
UBIALE CLANEZZO	10	BG
TORRE DE' ROVERI	10	BG
CICOGNOLO	10	CR
CHIEVE	10	CR
PIADENA DRIZZONA	10	CR
IMBERSAGO	10	LC
CISLAGO	10	VA
CASTELLANZA	10	VA
OSSONA	10	MI
AZZANO MELLA	10	BS
CREDARO	10	BG
COLERE	10	BG
AMBIVERE	10	BG
MARCARIA	10	MN
OPERA	10	MI
LESMO	10	MB
CAPO DI PONTE	10	BS
CASTO	10	BS
GRUMELLO CREMONESE ED UNITI	10	CR
SULZANO	10	BS
PRALBOINO	9	BS
MEDOLAGO	9	BG
VALFURVA	9	SO
ASSAGO	9	MI
TRADATE	9	VA
MISANO DI GERA D'ADDA	9	BG
PIEVE SAN GIACOMO	9	CR
SALA COMACINA	9	CO
VALDIDENTRO	9	SO
CERVESINA	9	PV
SANTA CRISTINA E BISSONE	9	PV
VILMINORE DI SCALVE	9	BG
LOMAGNA	9	LC
PONTE NIZZA	9	PV
SOLTO COLLINA	9	BG
PEIA	9	BG
GRAVELLONA LOMELLINA	9	PV
POZZOLENGO	9	BS
SOLAROLO RAINERIO	9	CR
SCANDOLARA RIPA D'OGLIO	9	CR
MAIRANO	9	BS
MONIGA DEL GARDA	9	BS
LIVIGNO	9	SO
ORIO AL SERIO	9	BG
MOZZANICA	9	BG
OSNAGO	9	LC
BORDOLANO	9	CR
TRIBIANO	9	MI
CAPIZZONE	9	BG
RONCELLO	9	MB
RONCO BRIANTINO	9	MB
SENNA LODIGIANA	9	LO
CENATE SOTTO	9	BG
PIEVE FISSIRAGA	9	LO
CROTTA D'ADDA	9	CR
PESCAROLO ED UNITI	9	CR
SAN GIORGIO BIGARELLO	9	MN
SALE MARASINO	8	BS
SANTO STEFANO TICINO	8	MI
PIANICO	8	BG
FINO DEL MONTE	8	BG
ROSATE	8	MI
MAGNAGO	8	MI
MONTE CREMASCO	8	CR
MACHERIO	8	MB
COGLIATE	8	MB
CILAVEGNA	8	PV
COSTA SERINA	8	BG
RANZANICO	8	BG
CEVO	8	BS
MERONE	8	CO
LACCHIARELLA	8	MI
RIVA DI SOLTO	8	BG
VERANO BRIANZA	8	MB
TRUCCAZZANO	8	MI
GRAVEDONA ED UNITI	8	CO
BERZO INFERIORE	8	BS
CALVATONE	8	CR
AIRUNO	8	LC
GRONTARDO	8	CR
TROMELLO	8	PV
GENIVOLTA	8	CR
CASARILE	8	MI
SAN MARTINO SICCOMARIO	8	PV
CAMBIAGO	8	MI
CETO	8	BS
ROE' VOLCIANO	8	BS
TERRANOVA DEI PASSERINI	8	LO
QUINTANO	8	CR
MARMIROLO	8	MN
SECUGNAGO	8	LO
MOGLIA	8	MN
GRAFFIGNANA	8	LO
MORENGO	8	BG
AROSIO	8	CO
BARZANA	8	BG
VILLANOVA DEL SILLARO	8	LO
ONORE	8	BG
VISANO	8	BS
ALBIATE	8	MB
BORGO VIRGILIO	8	MN
VILLA DI TIRANO	8	SO
BORGO SAN GIOVANNI	8	LO
ACQUANEGRA SUL CHIESE	8	MN
RIVAROLO DEL RE ED UNITI	8	CR
DONGO	8	CO
ARENA PO	8	PV
MORBEGNO	8	SO
VERNATE	8	MI
GORDONA	8	SO
CASSAGO BRIANZA	7	LC
TOSCOLANO-MADERNO	7	BS
CORTE DE' CORTESI CON CIGNONE	7	CR
BARZANO'	7	LC
BORGO DI TERZO	7	BG
LENNA	7	BG
CARENNO	7	LC
AGNOSINE	7	BS
EUPILIO	7	CO
SAN GIOVANNI IN CROCE	7	CR
SAN FELICE DEL BENACO	7	BS
SALVIROLA	7	CR
MARONE	7	BS
GAVERINA TERME	7	BG
BRANDICO	7	BS
CADORAGO	7	CO
CASALE CREMASCO-VIDOLASCO	7	CR
POLPENAZZE DEL GARDA	7	BS
LONGHENA	7	BS
MONASTEROLO DEL CASTELLO	7	BG
CAMISANO	7	CR
STROZZA	7	BG
BAGOLINO	7	BS
TURATE	7	CO
LISCATE	7	MI
TREZZANO ROSA	7	MI
ROMAGNESE	7	PV
SANTA MARIA HOE'	7	LC
TORRAZZA COSTE	7	PV
CUGGIONO	7	MI
VIDIGULFO	7	PV
QUISTELLO	7	MN
CASALOLDO	7	MN
BUSCATE	7	MI
MARCALLO CON CASONE	7	MI
ZINASCO	7	PV
NIBIONNO	7	LC
TURBIGO	7	MI
FERNO	7	VA
TEGLIO	7	SO
MONTEVECCHIA	7	LC
CUSAGO	7	MI
GODIASCO	7	PV
CIGOGNOLA	7	PV
DERVIO	7	LC
MEZZAGO	7	MB
GIUSSAGO	7	PV
VEDUGGIO CON COLZANO	7	MB
SOVICO	7	MB
SULBIATE	7	MB
ROVERBELLA	7	MN
TRIUGGIO	7	MB
PARONA	7	PV
SAN GIOVANNI DEL DOSSO	7	MN
TALAMONA	6	SO
VERTEMATE CON MINOPRIO	6	CO
MARUDO	6	LO
VILLA GUARDIA	6	CO
CORTENUOVA	6	BG
MESERO	6	MI
DOSSENA	6	BG
AZZANELLO	6	CR
CAPPELLA CANTONE	6	CR
ARCISATE	6	VA
CISLIANO	6	MI
FORMIGARA	6	CR
ARCONATE	6	MI
RENATE	6	MB
TAVERNERIO	6	CO
GOMBITO	6	CR
MOTTA BALUFFI	6	CR
POLAVENO	6	BS
PUMENENGO	6	BG
MONZAMBANO	6	MN
OSTIGLIA	6	MN
SONICO	6	BS
PIEVE DEL CAIRO	6	PV
MONTEBELLO DELLA BATTAGLIA	6	PV
SAN GENESIO ED UNITI	6	PV
CEDEGOLO	6	BS
VIGOLO	6	BG
CERVENO	6	BS
OSSIMO	6	BS
NUVOLENTO	6	BS
CASEI GEROLA	6	PV
CASATISMA	6	PV
BASTIDA PANCARANA	6	PV
PRESEGLIE	6	BS
ROTA D'IMAGNA	6	BG
CHIURO	6	SO
ROBECCO SUL NAVIGLIO	6	MI
CASPOGGIO	6	SO
RODANO	6	MI
CORNA IMAGNA	6	BG
MEDOLE	6	MN
MENAGGIO	6	CO
SAN SIRO	6	CO
VANZAGO	6	MI
SPINONE AL LAGO	6	BG
BAGNOLO SAN VITO	6	MN
CERMENATE	6	CO
CASALROMANO	6	MN
TORRE DE' BUSI	6	BG
SAN GIORGIO SU LEGNANO	6	MI
ROGENO	6	LC
SPINEDA	6	CR
SAMARATE	6	VA
ABBADIA LARIANA	6	LC
BOFFALORA D'ADDA	6	LO
ANNONE DI BRIANZA	6	LC
CARDANO AL CAMPO	6	VA
UBOLDO	6	VA
GERENZANO	6	VA
CAVERNAGO	6	BG
MOLTENO	6	LC
TORRE DE' PICENARDI	6	CR
CASTRO	6	BG
BIANZANO	5	BG
SOMMA LOMBARDO	5	VA
BIANZONE	5	SO
RICENGO	5	CR
CERNOBBIO	5	CO
SCHILPARIO	5	BG
CASTEL D'ARIO	5	MN
SANTA BRIGIDA	5	BG
CARIMATE	5	CO
FIGINO SERENZA	5	CO
MALNATE	5	VA
LOMAZZO	5	CO
CASTELBELFORTE	5	MN
LODRINO	5	BS
ROBECCHETTO CON INDUNO	5	MI
MONTANO LUCINO	5	CO
POGNANO	5	BG
PIAZZA BREMBANA	5	BG
OLGIATE COMASCO	5	CO
PAGAZZANO	5	BG
LANZADA	5	SO
PASTURO	5	LC
LAMBRUGO	5	CO
NIARDO	5	BS
BULGAROGRASSO	5	CO
LOMELLO	5	PV
LINAROLO	5	PV
ADRARA SAN MARTINO	5	BG
CORNALE E BASTIDA	5	PV
MAGHERNO	5	PV
CREMENO	5	LC
MARZANO	5	PV
CERTOSA DI PAVIA	5	PV
MUSCOLINE	5	BS
CASTANA	5	PV
BASCAPE'	5	PV
COLICO	5	LC
BEREGUARDO	5	PV
PIUBEGA	5	MN
VERRUA PO	5	PV
CARUGO	5	CO
VERGIATE	5	VA
RETORBIDO	5	PV
GAZZUOLO	5	MN
PONTE DI LEGNO	5	BS
VALLIO TERME	5	BS
CABIATE	5	CO
POMPONESCO	5	MN
PINAROLO PO	5	PV
SENIGA	5	BS
GARLATE	5	LC
BERZO DEMO	5	BS
BIONE	5	BS
ARZAGO D'ADDA	5	BG
CARPIANO	5	MI
GALGAGNANO	5	LO
FONTENO	5	BG
CUMIGNANO SUL NAVIGLIO	5	CR
PIERANICA	5	CR
BRIOSCO	5	MB
MOSCAZZANO	5	CR
BESNATE	5	VA
CASALETTO CEREDANO	5	CR
VALERA FRATTA	5	LO
ORNAGO	5	MB
GRONE	5	BG
GANDELLINO	5	BG
BOFFALORA SOPRA TICINO	5	MI
OSSAGO LODIGIANO	5	LO
BARLASSINA	5	MB
ENTRATICO	5	BG
ISOLA DOVARESE	5	CR
GAGGIANO	5	MI
COMAZZO	5	LO

