"COD_RIP","COD_REG","COD_PROV","COD_CM","COD_UTS","PRO_COM","PRO_COM_T","COMUNE","COMUNE_A","CC_UTS","covid19","pop2011"
1,3,19,0,19,19009,"019009","Calvatone",NA,0,8,1260
1,3,19,0,19,19010,"019010","Camisano",NA,0,7,1303
1,3,19,0,19,19011,"019011","Campagnola Cremasca",NA,0,0,683
1,3,18,0,18,18113,"018113","Pieve del Cairo",NA,0,6,2108
1,3,19,0,19,19068,"019068","Persico Dosimo",NA,0,39,3372
1,3,16,0,16,16156,"016156","Palazzago",NA,0,14,4293
1,3,16,0,16,16157,"016157","Palosco",NA,0,28,5773
1,3,18,0,18,18123,"018123","Robbio",NA,0,0,6164
1,3,18,0,18,18124,"018124","Robecco Pavese",NA,0,0,569
1,3,20,0,20,20021,"020021","Curtatone",NA,0,19,14570
1,3,14,0,14,14035,"014035","Madesimo",NA,0,0,540
1,3,19,0,19,19069,"019069","Pescarolo ed Uniti",NA,0,9,1608
1,3,19,0,19,19070,"019070","Pessina Cremonese",NA,0,0,673
1,3,18,0,18,18052,"018052","Confienza",NA,0,0,1671
1,3,17,0,17,17118,"017118","Niardo",NA,0,5,1950
1,3,18,0,18,18035,"018035","Cassolnovo",NA,0,11,6940
1,3,17,0,17,17143,"017143","Pisogne",NA,0,47,8112
1,3,108,0,108,108002,"108002","Aicurzio",NA,0,0,2067
1,3,16,0,16,16215,"016215","Torre de' Busi",NA,0,6,2007
1,3,98,0,98,98058,"098058","Turano Lodigiano",NA,0,18,1538
1,3,97,0,97,97009,"097009","Bosisio Parini",NA,0,0,3504
1,3,97,0,97,97010,"097010","Brivio",NA,0,12,4686
1,3,13,0,13,13253,"013253","Alta Valle Intelvi",NA,0,0,2835
1,3,15,215,215,15071,"015071","Cerro al Lambro",NA,0,0,4956
1,3,16,0,16,16134,"016134","Mezzoldo",NA,0,0,193
1,3,12,0,12,12075,"012075","Gerenzano",NA,0,6,10411
1,3,12,0,12,12076,"012076","Germignaga",NA,0,0,3724
1,3,12,0,12,12077,"012077","Golasecca",NA,0,0,2653
1,3,12,0,12,12093,"012093","Luvinate",NA,0,0,1309
1,3,12,0,12,12095,"012095","Malgesso",NA,0,0,1298
1,3,13,0,13,13145,"013145","Menaggio",NA,0,6,3182
1,3,13,0,13,13147,"013147","Merone",NA,0,8,4155
1,3,16,0,16,16101,"016101","Fontanella",NA,0,14,4339
1,3,16,0,16,16102,"016102","Fonteno",NA,0,5,685
1,3,15,215,215,15113,"015113","Inveruno",NA,0,20,8609
1,3,16,0,16,16073,"016073","Chiuduno",NA,0,31,5852
1,3,15,215,215,15237,"015237","Vignate",NA,0,15,9053
1,3,15,215,215,15242,"015242","Vimodrone",NA,0,27,16426
1,3,15,215,215,15243,"015243","Vittuone",NA,0,32,8949
1,3,15,215,215,15244,"015244","Vizzolo Predabissi",NA,0,27,4045
1,3,15,215,215,15114,"015114","Inzago",NA,0,29,10540
1,3,15,215,215,15115,"015115","Lacchiarella",NA,0,8,8390
1,3,15,215,215,15116,"015116","Lainate",NA,0,26,25054
1,3,16,0,16,16046,"016046","Calusco d'Adda",NA,0,51,8233
1,3,16,0,16,16047,"016047","Calvenzano",NA,0,22,4061
1,3,16,0,16,16048,"016048","Camerata Cornello",NA,0,0,627
1,3,15,215,215,15146,"015146","Milano",NA,1,2039,1242123
1,3,15,215,215,15150,"015150","Morimondo",NA,0,0,1183
1,3,15,215,215,15205,"015205","Segrate",NA,0,77,33519
1,3,15,215,215,15206,"015206","Senago",NA,0,18,20914
1,3,15,215,215,15209,"015209","Sesto San Giovanni",NA,0,137,76514
1,3,16,0,16,16049,"016049","Canonica d'Adda",NA,0,13,4207
1,3,16,0,16,16092,"016092","Dossena",NA,0,6,962
1,3,15,215,215,15247,"015247","Zibido San Giacomo",NA,0,0,6552
1,3,15,215,215,15248,"015248","Villa Cortese",NA,0,10,6150
1,3,15,215,215,15249,"015249","Vanzaghello",NA,0,0,5344
1,3,15,215,215,15250,"015250","Baranzate",NA,0,11,10779
1,3,17,0,17,17049,"017049","Cerveno",NA,0,6,663
1,3,108,0,108,108025,"108025","Lazzate",NA,0,0,7603
1,3,108,0,108,108026,"108026","Lesmo",NA,0,10,8094
1,3,108,0,108,108027,"108027","Limbiate",NA,0,38,33903
1,3,108,0,108,108028,"108028","Lissone",NA,0,73,42220
1,3,13,0,13,13170,"013170","Orsenigo",NA,0,0,2757
1,3,13,0,13,13134,"013134","Longone al Segrino",NA,0,0,1780
1,3,13,0,13,13135,"013135","Luisago",NA,0,0,2686
1,3,13,0,13,13136,"013136","Lurago d'Erba",NA,0,0,5335
1,3,13,0,13,13137,"013137","Lurago Marinone",NA,0,0,2456
1,3,13,0,13,13138,"013138","Lurate Caccivio",NA,0,0,9922
1,3,13,0,13,13139,"013139","Magreglio",NA,0,0,645
1,3,13,0,13,13044,"013044","Carate Urio",NA,0,0,1216
1,3,13,0,13,13045,"013045","Carbonate",NA,0,0,2905
1,3,13,0,13,13046,"013046","Carimate",NA,0,5,4327
1,3,13,0,13,13047,"013047","Carlazzo",NA,0,0,2972
1,3,13,0,13,13048,"013048","Carugo",NA,0,5,6243
1,3,13,0,13,13024,"013024","Bizzarone",NA,0,0,1517
1,3,13,0,13,13178,"013178","Peglio",NA,0,0,185
1,3,13,0,13,13183,"013183","Pianello del Lario",NA,0,0,1041
1,3,13,0,13,13184,"013184","Pigra",NA,0,0,266
1,3,17,0,17,17057,"017057","Collebeato",NA,0,21,4698
1,3,17,0,17,17063,"017063","Corteno Golgi",NA,0,0,2015
1,3,13,0,13,13053,"013053","Casnate con Bernate",NA,0,11,4915
1,3,12,0,12,12109,"012109","Origgio",NA,0,0,7416
1,3,19,0,19,19109,"019109","Trescore Cremasco",NA,0,15,2882
1,3,16,0,16,16243,"016243","Vilminore di Scalve",NA,0,9,1491
1,3,16,0,16,16244,"016244","Zandobbio",NA,0,16,2720
1,3,18,0,18,18168,"018168","Valle Lomellina",NA,0,0,2153
1,3,18,0,18,18169,"018169","Valle Salimbene",NA,0,0,1537
1,3,18,0,18,18135,"018135","San Genesio ed Uniti",NA,0,6,3788
1,3,18,0,18,18136,"018136","San Giorgio di Lomellina",NA,0,0,1155
1,3,19,0,19,19110,"019110","Trigolo",NA,0,17,1760
1,3,19,0,19,19111,"019111","Vaiano Cremasco",NA,0,23,3869
1,3,19,0,19,19112,"019112","Vailate",NA,0,24,4460
1,3,19,0,19,19046,"019046","Gadesco-Pieve Delmona",NA,0,11,2015
1,3,19,0,19,19047,"019047","Genivolta",NA,0,8,1178
1,3,19,0,19,19094,"019094","Sergnano",NA,0,28,3631
1,3,18,0,18,18177,"018177","Vigevano",NA,0,170,60109
1,3,19,0,19,19064,"019064","Ostiano",NA,0,19,3020
1,3,19,0,19,19034,"019034","Credera Rubbiano",NA,0,12,1645
1,3,19,0,19,19035,"019035","Crema",NA,0,320,33091
1,3,19,0,19,19115,"019115","Voltido",NA,0,0,405
1,3,15,215,215,15097,"015097","Cusago",NA,0,7,3597
1,3,15,215,215,15098,"015098","Cusano Milanino",NA,0,45,18905
1,3,16,0,16,16037,"016037","Brembate",NA,0,31,8293
1,3,16,0,16,16038,"016038","Brembate di Sopra",NA,0,47,7771
1,3,16,0,16,16089,"016089","Curno",NA,0,44,7635
1,3,16,0,16,16067,"016067","Cazzano Sant'Andrea",NA,0,12,1594
1,3,15,215,215,15074,"015074","Cesano Boscone",NA,0,26,23398
1,3,15,215,215,15076,"015076","Cesate",NA,0,15,13858
1,3,16,0,16,16001,"016001","Adrara San Martino",NA,0,5,2161
1,3,15,215,215,15099,"015099","Dairago",NA,0,0,5862
1,3,15,215,215,15101,"015101","Dresano",NA,0,12,3023
1,3,15,215,215,15103,"015103","Gaggiano",NA,0,5,8933
1,3,16,0,16,16090,"016090","Cusio",NA,0,0,252
1,3,16,0,16,16091,"016091","Dalmine",NA,0,121,22881
1,3,15,215,215,15077,"015077","Cinisello Balsamo",NA,0,97,71128
1,3,15,215,215,15078,"015078","Cisliano",NA,0,6,4263
1,3,15,215,215,15178,"015178","Pozzuolo Martesana",NA,0,22,7983
1,3,15,215,215,15179,"015179","Pregnana Milanese",NA,0,0,6867
1,3,16,0,16,16053,"016053","Caravaggio",NA,0,64,15882
1,3,16,0,16,16055,"016055","Carobbio degli Angeli",NA,0,19,4549
1,3,15,215,215,15035,"015035","Bubbiano",NA,0,0,2215
1,3,15,215,215,15192,"015192","San Donato Milanese",NA,0,54,30992
1,3,15,215,215,15194,"015194","San Giorgio su Legnano",NA,0,6,6730
1,3,15,215,215,15195,"015195","San Giuliano Milanese",NA,0,74,35971
1,3,15,215,215,15130,"015130","Magenta",NA,0,41,22877
1,3,15,215,215,15131,"015131","Magnago",NA,0,8,9085
1,3,15,215,215,15134,"015134","Marcallo con Casone",NA,0,7,6032
1,3,15,215,215,15136,"015136","Masate",NA,0,0,3312
1,3,15,215,215,15181,"015181","Rescaldina",NA,0,11,13920
1,3,15,215,215,15182,"015182","Rho",NA,0,59,50052
1,3,16,0,16,16017,"016017","Azzone",NA,0,0,433
1,3,15,215,215,15036,"015036","Buccinasco",NA,0,20,26503
1,3,15,215,215,15038,"015038","Buscate",NA,0,7,4751
1,3,15,215,215,15040,"015040","Bussero",NA,0,14,8532
1,3,15,215,215,15041,"015041","Busto Garolfo",NA,0,14,13479
1,3,17,0,17,17034,"017034","Calvisano",NA,0,33,8537
1,3,17,0,17,17035,"017035","Capo di Ponte",NA,0,10,2509
1,3,17,0,17,17064,"017064","Corzano",NA,0,18,1397
1,3,17,0,17,17095,"017095","Lozio",NA,0,0,418
1,3,17,0,17,17096,"017096","Lumezzane",NA,0,51,23390
1,3,17,0,17,17077,"017077","Gavardo",NA,0,45,11686
1,3,17,0,17,17068,"017068","Edolo",NA,0,16,4509
1,3,17,0,17,17036,"017036","Capovalle",NA,0,0,388
1,3,15,215,215,15169,"015169","Paullo",NA,0,23,11014
1,3,16,0,16,16222,"016222","Urgnano",NA,0,51,9549
1,3,19,0,19,19113,"019113","Vescovato",NA,0,26,3991
1,3,19,0,19,19114,"019114","Volongo",NA,0,0,578
1,3,16,0,16,16203,"016203","Sotto il Monte Giovanni XXIII",NA,0,27,4291
1,3,16,0,16,16204,"016204","Sovere",NA,0,25,5509
1,3,16,0,16,16205,"016205","Spinone al Lago",NA,0,6,1038
1,3,19,0,19,19048,"019048","Gerre de' Caprioli",NA,0,11,1283
1,3,19,0,19,19049,"019049","Gombito",NA,0,6,636
1,3,19,0,19,19050,"019050","Grontardo",NA,0,8,1469
1,3,18,0,18,18184,"018184","Zavattarello",NA,0,17,1036
1,3,18,0,18,18190,"018190","Zinasco",NA,0,7,3223
1,3,18,0,18,18137,"018137","San Martino Siccomario",NA,0,8,5738
1,3,18,0,18,18138,"018138","Sannazzaro de' Burgondi",NA,0,13,5644
1,3,12,0,12,12030,"012030","Cantello",NA,0,0,4569
1,3,12,0,12,12031,"012031","Caravate",NA,0,0,2612
1,3,12,0,12,12032,"012032","Cardano al Campo",NA,0,6,14136
1,3,12,0,12,12062,"012062","Cuveglio",NA,0,0,3397
1,3,12,0,12,12063,"012063","Cuvio",NA,0,0,1698
1,3,12,0,12,12064,"012064","Daverio",NA,0,0,3075
1,3,12,0,12,12098,"012098","Marnate",NA,0,0,7299
1,3,12,0,12,12099,"012099","Marzio",NA,0,0,303
1,3,12,0,12,12100,"012100","Masciago Primo",NA,0,0,290
1,3,12,0,12,12101,"012101","Mercallo",NA,0,0,1827
1,3,12,0,12,12102,"012102","Mesenzana",NA,0,0,1486
1,3,12,0,12,12103,"012103","Montegrino Valtravaglia",NA,0,0,1414
1,3,12,0,12,12033,"012033","Carnago",NA,0,0,6502
1,3,12,0,12,12034,"012034","Caronno Pertusella",NA,0,40,16397
1,3,12,0,12,12078,"012078","Gorla Maggiore",NA,0,0,5081
1,3,12,0,12,12079,"012079","Gorla Minore",NA,0,0,8398
1,3,17,0,17,17085,"017085","Iseo",NA,0,49,9100
1,3,17,0,17,17086,"017086","Isorella",NA,0,18,4091
1,3,17,0,17,17069,"017069","Erbusco",NA,0,28,8286
1,3,13,0,13,13152,"013152","Moltrasio",NA,0,0,1640
1,3,13,0,13,13153,"013153","Monguzzo",NA,0,0,2230
1,3,13,0,13,13154,"013154","Montano Lucino",NA,0,5,4775
1,3,13,0,13,13155,"013155","Montemezzo",NA,0,0,261
1,3,19,0,19,19058,"019058","Monte Cremasco",NA,0,8,2356
1,3,19,0,19,19059,"019059","Montodine",NA,0,23,2606
1,3,19,0,19,19027,"019027","Castelvisconti",NA,0,0,330
1,3,19,0,19,19028,"019028","Cella Dati",NA,0,0,553
1,3,19,0,19,19029,"019029","Chieve",NA,0,10,2240
1,3,19,0,19,19030,"019030","Cicognolo",NA,0,10,955
1,3,19,0,19,19031,"019031","Cingia de' Botti",NA,0,0,1371
1,3,16,0,16,16107,"016107","Gandellino",NA,0,5,1046
1,3,16,0,16,16109,"016109","Gandosso",NA,0,13,1502
1,3,16,0,16,16152,"016152","Osio Sopra",NA,0,20,5079
1,3,14,0,14,14034,"014034","Grosotto",NA,0,0,1615
1,3,13,0,13,13250,"013250","Bellagio",NA,0,0,3796
1,3,13,0,13,13251,"013251","Colverde",NA,0,0,5234
1,3,108,0,108,108001,"108001","Agrate Brianza",NA,0,26,14770
1,3,17,0,17,17158,"017158","Puegnago del Garda",NA,0,0,3263
1,3,17,0,17,17159,"017159","Quinzano d'Oglio",NA,0,34,6390
1,3,17,0,17,17160,"017160","Remedello",NA,0,18,3387
1,3,17,0,17,17119,"017119","Nuvolento",NA,0,6,4011
1,3,17,0,17,17120,"017120","Nuvolera",NA,0,10,4535
1,3,17,0,17,17139,"017139","Pertica Alta",NA,0,0,599
1,3,18,0,18,18060,"018060","Cura Carpignano",NA,0,14,4371
1,3,17,0,17,17180,"017180","Soiano del Lago",NA,0,0,1785
1,3,17,0,17,17181,"017181","Sonico",NA,0,6,1270
1,3,17,0,17,17198,"017198","Vezza d'Oglio",NA,0,0,1476
1,3,17,0,17,17170,"017170","Salò",NA,0,32,10350
1,3,17,0,17,17171,"017171","San Felice del Benaco",NA,0,7,3403
1,3,18,0,18,18061,"018061","Dorno",NA,0,0,4584
1,3,18,0,18,18025,"018025","Calvignano",NA,0,0,128
1,3,20,0,20,20050,"020050","Rivarolo Mantovano",NA,0,19,2608
1,3,20,0,20,20051,"020051","Rodigo",NA,0,0,5360
1,3,15,215,215,15007,"015007","Arconate",NA,0,6,6524
1,3,12,0,12,12117,"012117","Saltrio",NA,0,0,3013
1,3,13,0,13,13157,"013157","Montorfano",NA,0,0,2619
1,3,12,0,12,12110,"012110","Orino",NA,0,0,840
1,3,12,0,12,12113,"012113","Porto Ceresio",NA,0,0,3001
1,3,12,0,12,12114,"012114","Porto Valtravaglia",NA,0,0,2348
1,3,12,0,12,12115,"012115","Rancio Valcuvia",NA,0,0,935
1,3,17,0,17,17026,"017026","Brandico",NA,0,7,1611
1,3,17,0,17,17027,"017027","Braone",NA,0,0,657
1,3,17,0,17,17030,"017030","Brione",NA,0,0,685
1,3,13,0,13,13026,"013026","Blevio",NA,0,0,1185
1,3,13,0,13,13028,"013028","Bregnano",NA,0,0,6229
1,3,13,0,13,13029,"013029","Brenna",NA,0,0,2011
1,3,13,0,13,13030,"013030","Brienno",NA,0,0,402
1,3,13,0,13,13032,"013032","Brunate",NA,0,0,1766
1,3,13,0,13,13143,"013143","Mariano Comense",NA,0,23,23500
1,3,13,0,13,13144,"013144","Maslianico",NA,0,0,3305
1,3,19,0,19,19036,"019036","Cremona",NA,1,828,69589
1,3,19,0,19,19037,"019037","Cremosano",NA,0,10,1580
1,3,19,0,19,19038,"019038","Crotta d'Adda",NA,0,9,654
1,3,18,0,18,18128,"018128","Romagnese",NA,0,7,744
1,3,18,0,18,18171,"018171","Varzi",NA,0,13,3405
1,3,18,0,18,18149,"018149","Silvano Pietra",NA,0,0,680
1,3,18,0,18,18150,"018150","Siziano",NA,0,11,5807
1,3,18,0,18,18151,"018151","Sommo",NA,0,0,1146
1,3,18,0,18,18152,"018152","Spessa",NA,0,0,602
1,3,18,0,18,18066,"018066","Galliavola",NA,0,0,213
1,3,18,0,18,18067,"018067","Gambarana",NA,0,0,242
1,3,19,0,19,19039,"019039","Cumignano sul Naviglio",NA,0,5,447
1,3,20,0,20,20002,"020002","Asola",NA,0,19,10077
1,3,18,0,18,18172,"018172","Velezzo Lomellina",NA,0,0,101
1,3,19,0,19,19053,"019053","Isola Dovarese",NA,0,5,1231
1,3,19,0,19,19054,"019054","Izano",NA,0,12,2068
1,3,19,0,19,19055,"019055","Madignano",NA,0,19,2931
1,3,19,0,19,19024,"019024","Castel Gabbiano",NA,0,0,455
1,3,19,0,19,19025,"019025","Castelleone",NA,0,108,9506
1,3,19,0,19,19026,"019026","Castelverde",NA,0,58,5651
1,3,18,0,18,18139,"018139","Santa Cristina e Bissone",NA,0,9,2028
1,3,18,0,18,18140,"018140","Santa Giuletta",NA,0,13,1685
1,3,17,0,17,17145,"017145","Polpenazze del Garda",NA,0,7,2468
1,3,17,0,17,17146,"017146","Pompiano",NA,0,21,3893
1,3,13,0,13,13013,"013013","Asso",NA,0,0,3625
1,3,13,0,13,13015,"013015","Barni",NA,0,0,597
1,3,13,0,13,13021,"013021","Bene Lario",NA,0,0,342
1,3,13,0,13,13022,"013022","Beregazzo con Figliaro",NA,0,0,2577
1,3,13,0,13,13023,"013023","Binago",NA,0,0,4776
1,3,13,0,13,13025,"013025","Blessagno",NA,0,0,284
1,3,16,0,16,16135,"016135","Misano di Gera d'Adda",NA,0,9,2927
1,3,16,0,16,16136,"016136","Moio de' Calvi",NA,0,0,213
1,3,16,0,16,16158,"016158","Parre",NA,0,14,2807
1,3,16,0,16,16159,"016159","Parzanica",NA,0,0,373
1,3,16,0,16,16160,"016160","Pedrengo",NA,0,34,5799
1,3,17,0,17,17022,"017022","Borno",NA,0,16,2630
1,3,17,0,17,17023,"017023","Botticino",NA,0,42,10788
1,3,16,0,16,16169,"016169","Ponteranica",NA,0,37,6788
1,3,16,0,16,16170,"016170","Ponte San Pietro",NA,0,67,11273
1,3,16,0,16,16180,"016180","Riva di Solto",NA,0,8,862
1,3,16,0,16,16182,"016182","Rogno",NA,0,21,3888
1,3,16,0,16,16183,"016183","Romano di Lombardia",NA,0,83,18784
1,3,16,0,16,16245,"016245","Zanica",NA,0,35,8193
1,3,16,0,16,16246,"016246","Zogno",NA,0,104,9054
1,3,16,0,16,16241,"016241","Villa d'Ogna",NA,0,18,1971
1,3,16,0,16,16242,"016242","Villongo",NA,0,30,7619
1,3,16,0,16,16149,"016149","Onore",NA,0,8,846
1,3,17,0,17,17003,"017003","Agnosine",NA,0,7,1833
1,3,17,0,17,17004,"017004","Alfianello",NA,0,22,2451
1,3,17,0,17,17005,"017005","Anfo",NA,0,0,472
1,3,17,0,17,17012,"017012","Barghe",NA,0,0,1188
1,3,17,0,17,17013,"017013","Bassano Bresciano",NA,0,12,2224
1,3,17,0,17,17014,"017014","Bedizzole",NA,0,32,11816
1,3,16,0,16,16206,"016206","Spirano",NA,0,20,5639
1,3,16,0,16,16207,"016207","Stezzano",NA,0,64,12623
1,3,16,0,16,16208,"016208","Strozza",NA,0,7,1066
1,3,16,0,16,16209,"016209","Suisio",NA,0,21,3873
1,3,16,0,16,16150,"016150","Orio al Serio",NA,0,9,1733
1,3,16,0,16,16151,"016151","Ornica",NA,0,0,172
1,3,16,0,16,16193,"016193","Sarnico",NA,0,24,6390
1,3,17,0,17,17015,"017015","Berlingo",NA,0,11,2582
1,3,16,0,16,16227,"016227","Valnegra",NA,0,0,207
1,3,16,0,16,16229,"016229","Valtorta",NA,0,0,292
1,3,16,0,16,16137,"016137","Monasterolo del Castello",NA,0,7,1190
1,3,18,0,18,18064,"018064","Fortunago",NA,0,0,383
1,3,18,0,18,18065,"018065","Frascarolo",NA,0,0,1214
1,3,17,0,17,17116,"017116","Muscoline",NA,0,5,2547
1,3,17,0,17,17117,"017117","Nave",NA,0,43,10957
1,3,17,0,17,17166,"017166","Rovato",NA,0,72,17562
1,3,17,0,17,17167,"017167","Rudiano",NA,0,15,5699
1,3,18,0,18,18058,"018058","Costa de' Nobili",NA,0,0,351
1,3,18,0,18,18059,"018059","Cozzo",NA,0,0,371
1,3,18,0,18,18050,"018050","Cilavegna",NA,0,8,5656
1,3,17,0,17,17175,"017175","Saviore dell'Adamello",NA,0,0,992
1,3,17,0,17,17197,"017197","Vestone",NA,0,17,4461
1,3,18,0,18,18033,"018033","Casei Gerola",NA,0,6,2500
1,3,18,0,18,18034,"018034","Casorate Primo",NA,0,0,8480
1,3,18,0,18,18051,"018051","Codevilla",NA,0,0,1000
1,3,16,0,16,16002,"016002","Adrara San Rocco",NA,0,0,836
1,3,16,0,16,16083,"016083","Cortenuova",NA,0,6,1942
1,3,16,0,16,16084,"016084","Costa di Mezzate",NA,0,15,3271
1,3,16,0,16,16085,"016085","Costa Valle Imagna",NA,0,0,620
1,3,16,0,16,16026,"016026","Bianzano",NA,0,5,605
1,3,16,0,16,16027,"016027","Blello",NA,0,0,76
1,3,17,0,17,17087,"017087","Lavenone",NA,0,0,607
1,3,17,0,17,17070,"017070","Esine",NA,0,27,5351
1,3,18,0,18,18048,"018048","Chignolo Po",NA,0,15,3992
1,3,18,0,18,18049,"018049","Cigognola",NA,0,7,1363
1,3,17,0,17,17151,"017151","Pozzolengo",NA,0,9,3438
1,3,17,0,17,17152,"017152","Pralboino",NA,0,9,2912
1,3,17,0,17,17153,"017153","Preseglie",NA,0,6,1577
1,3,12,0,12,12127,"012127","Tradate",NA,0,9,17729
1,3,12,0,12,12128,"012128","Travedona-Monate",NA,0,0,4022
1,3,12,0,12,12129,"012129","Tronzano Lago Maggiore",NA,0,0,254
1,3,12,0,12,12130,"012130","Uboldo",NA,0,6,10446
1,3,13,0,13,13084,"013084","Cucciago",NA,0,0,3450
1,3,12,0,12,12137,"012137","Venegono Superiore",NA,0,0,7180
1,3,12,0,12,12138,"012138","Vergiate",NA,0,5,8967
1,3,12,0,12,12139,"012139","Viggiù",NA,0,0,5207
1,3,18,0,18,18191,"018191","Cornale e Bastida",NA,0,5,895
1,3,13,0,13,13126,"013126","Lezzeno",NA,0,0,2052
1,3,19,0,19,19019,"019019","Casaletto di Sopra",NA,0,0,548
1,3,19,0,19,19020,"019020","Casaletto Vaprio",NA,0,17,1761
1,3,19,0,19,19086,"019086","Romanengo",NA,0,25,3021
1,3,19,0,19,19087,"019087","Salvirola",NA,0,7,1169
1,3,19,0,19,19088,"019088","San Bassano",NA,0,15,2207
1,3,13,0,13,13227,"013227","Turate",NA,0,7,8973
1,3,17,0,17,17045,"017045","Castrezzato",NA,0,28,7083
1,3,17,0,17,17046,"017046","Cazzago San Martino",NA,0,53,10959
1,3,17,0,17,17058,"017058","Collio",NA,0,0,2227
1,3,17,0,17,17059,"017059","Cologne",NA,0,28,7534
1,3,19,0,19,19072,"019072","Pianengo",NA,0,22,2561
1,3,19,0,19,19073,"019073","Pieranica",NA,0,5,1152
1,3,19,0,19,19074,"019074","Pieve d'Olmi",NA,0,12,1295
1,3,19,0,19,19075,"019075","Pieve San Giacomo",NA,0,9,1624
1,3,19,0,19,19076,"019076","Pizzighettone",NA,0,68,6703
1,3,13,0,13,13052,"013052","Caslino d'Erba",NA,0,0,1692
1,3,17,0,17,17184,"017184","Temù",NA,0,0,1083
1,3,17,0,17,17185,"017185","Tignale",NA,0,0,1298
1,3,17,0,17,17186,"017186","Torbole Casaglia",NA,0,31,6370
1,3,18,0,18,18017,"018017","Borgoratto Mormorolo",NA,0,0,423
1,3,14,0,14,14001,"014001","Albaredo per San Marco",NA,0,0,349
1,3,14,0,14,14002,"014002","Albosaggia",NA,0,0,3146
1,3,20,0,20,20056,"020056","San Giacomo delle Segnate",NA,0,0,1779
1,3,13,0,13,13245,"013245","Villa Guardia",NA,0,6,7793
1,3,18,0,18,18002,"018002","Albaredo Arnaboldi",NA,0,0,225
1,3,18,0,18,18014,"018014","Bereguardo",NA,0,5,2775
1,3,18,0,18,18015,"018015","Borgarello",NA,0,0,2659
1,3,18,0,18,18018,"018018","Borgo San Siro",NA,0,0,1035
1,3,13,0,13,13246,"013246","Zelbio",NA,0,0,220
1,3,13,0,13,13248,"013248","San Siro",NA,0,6,1758
1,3,18,0,18,18076,"018076","Gropello Cairoli",NA,0,13,4592
1,3,18,0,18,18023,"018023","Bressana Bottarone",NA,0,10,3535
1,3,17,0,17,17107,"017107","Mazzano",NA,0,28,11487
1,3,18,0,18,18146,"018146","Sartirana Lomellina",NA,0,0,1760
1,3,19,0,19,19084,"019084","Rivolta d'Adda",NA,0,10,7918
1,3,18,0,18,18143,"018143","Santa Maria della Versa",NA,0,0,2476
1,3,12,0,12,12126,"012126","Ternate",NA,0,0,2474
1,3,12,0,12,12136,"012136","Venegono Inferiore",NA,0,0,6238
1,3,18,0,18,18069,"018069","Garlasco",NA,0,20,9791
1,3,18,0,18,18144,"018144","Sant'Angelo Lomellina",NA,0,0,864
1,3,12,0,12,12116,"012116","Ranco",NA,0,0,1326
1,3,17,0,17,17133,"017133","Palazzolo sull'Oglio",NA,0,91,19472
1,3,17,0,17,17156,"017156","Provaglio d'Iseo",NA,0,34,7136
1,3,18,0,18,18019,"018019","Bornasco",NA,0,0,2589
1,3,18,0,18,18020,"018020","Bosnasco",NA,0,0,633
1,3,17,0,17,17201,"017201","Villanuova sul Clisi",NA,0,29,5661
